7668.6,-4.173e+06,-5.3411e+06,0.24792,-0.96166,-0.11033,-0.039774
15337,-4.1729e+06,-5.3411e+06,0.25349,-0.96182,-0.098352,-0.031313
23006,-4.1729e+06,-5.3411e+06,0.25964,-0.96194,-0.082389,-0.021826
30674,-4.1729e+06,-5.3411e+06,0.26593,-0.96182,-0.063538,-0.011858
38343,-4.1729e+06,-5.3411e+06,0.27195,-0.96135,-0.042977,-0.0019454
46011,-4.1729e+06,-5.341e+06,0.2774,-0.96048,-0.021886,0.0074066
53680,-4.1728e+06,-5.341e+06,0.28202,-0.95928,-0.001392,0.015752
61348,-4.1728e+06,-5.3409e+06,0.28567,-0.9579,0.017491,0.022725
69017,-4.1727e+06,-5.3409e+06,0.28828,-0.95653,0.033911,0.028053
76685,-4.1727e+06,-5.3408e+06,0.28986,-0.95538,0.047206,0.031567
84353,-4.1726e+06,-5.3407e+06,0.29048,-0.95461,0.056927,0.033201
92021,-4.1726e+06,-5.3406e+06,0.29023,-0.95432,0.062836,0.032985
99689,-4.1725e+06,-5.3406e+06,0.28925,-0.95455,0.064905,0.031038
1.0736e+05,-4.1724e+06,-5.3405e+06,0.28768,-0.95524,0.063297,0.027554
1.1502e+05,-4.1724e+06,-5.3404e+06,0.28566,-0.95628,0.058344,0.022789
1.2269e+05,-4.1723e+06,-5.3403e+06,0.28334,-0.95754,0.050519,0.017044
1.3036e+05,-4.1722e+06,-5.3401e+06,0.28086,-0.95884,0.040404,0.010647
1.3803e+05,-4.1721e+06,-5.34e+06,0.27835,-0.96004,0.028652,0.0039365
1.4569e+05,-4.172e+06,-5.3399e+06,0.27595,-0.96104,0.015954,-0.002754
1.5336e+05,-4.1719e+06,-5.3398e+06,0.27375,-0.96175,0.0029971,-0.0091144
1.6103e+05,-4.1718e+06,-5.3396e+06,0.27187,-0.96217,-0.0095705,-0.014871
1.6869e+05,-4.1717e+06,-5.3395e+06,0.27036,-0.96232,-0.021169,-0.019798
1.7636e+05,-4.1715e+06,-5.3393e+06,0.26929,-0.96226,-0.031312,-0.023724
1.8402e+05,-4.1714e+06,-5.3392e+06,0.26867,-0.96205,-0.039626,-0.026541
1.9169e+05,-4.1713e+06,-5.339e+06,0.26851,-0.96177,-0.045858,-0.028199
1.9936e+05,-4.1711e+06,-5.3388e+06,0.26876,-0.96149,-0.04988,-0.028709
2.0702e+05,-4.171e+06,-5.3386e+06,0.26938,-0.96123,-0.051684,-0.028139
2.1469e+05,-4.1709e+06,-5.3385e+06,0.27029,-0.96104,-0.051372,-0.026601
2.2235e+05,-4.1707e+06,-5.3383e+06,0.27141,-0.9609,-0.049145,-0.02425
2.3001e+05,-4.1705e+06,-5.3381e+06,0.27264,-0.96081,-0.045284,-0.021268
2.3768e+05,-4.1704e+06,-5.3379e+06,0.27389,-0.96076,-0.040128,-0.017859
2.4534e+05,-4.1702e+06,-5.3376e+06,0.27509,-0.96071,-0.034057,-0.014234
2.5301e+05,-4.17e+06,-5.3374e+06,0.27617,-0.96066,-0.027468,-0.010601
2.6067e+05,-4.1699e+06,-5.3372e+06,0.27707,-0.9606,-0.020752,-0.0071565
2.6833e+05,-4.1697e+06,-5.3369e+06,0.27776,-0.96054,-0.014278,-0.0040737
2.7599e+05,-4.1695e+06,-5.3367e+06,0.27822,-0.96048,-0.0083749,-0.001498
2.8366e+05,-4.1693e+06,-5.3365e+06,0.27846,-0.96044,-0.0033169,0.00045988
2.9132e+05,-4.1691e+06,-5.3362e+06,0.2785,-0.96044,0.00068517,0.0017271
2.9898e+05,-4.1689e+06,-5.3359e+06,0.27835,-0.96047,0.0034896,0.0022694
3.0664e+05,-4.1687e+06,-5.3357e+06,0.27805,-0.96055,0.0050259,0.0020909
3.143e+05,-4.1685e+06,-5.3354e+06,0.27763,-0.96067,0.0052923,0.0012307
3.2196e+05,-4.1682e+06,-5.3351e+06,0.27715,-0.96082,0.004351,-0.00024107
3.2962e+05,-4.168e+06,-5.3348e+06,0.27663,-0.96097,0.0023197,-0.0022285
3.3728e+05,-4.1678e+06,-5.3345e+06,0.2761,-0.96112,-0.00063848,-0.0046168
3.4494e+05,-4.1675e+06,-5.3342e+06,0.27561,-0.96123,-0.0043263,-0.0072787
3.526e+05,-4.1673e+06,-5.3339e+06,0.27517,-0.96131,-0.0085254,-0.010082
3.6026e+05,-4.1671e+06,-5.3336e+06,0.2748,-0.96133,-0.013009,-0.012895
3.6791e+05,-4.1668e+06,-5.3333e+06,0.27452,-0.96129,-0.017552,-0.015596
3.7557e+05,-4.1665e+06,-5.3329e+06,0.27434,-0.96121,-0.021947,-0.018076
3.8323e+05,-4.1663e+06,-5.3326e+06,0.27425,-0.96109,-0.026008,-0.020242
3.9088e+05,-4.166e+06,-5.3322e+06,0.27426,-0.96095,-0.029581,-0.022026
3.9854e+05,-4.1657e+06,-5.3319e+06,0.27435,-0.96079,-0.032548,-0.02338
4.0619e+05,-4.1655e+06,-5.3315e+06,0.27452,-0.96064,-0.034831,-0.024282
4.1385e+05,-4.1652e+06,-5.3312e+06,0.27473,-0.96051,-0.036394,-0.024734
4.215e+05,-4.1649e+06,-5.3308e+06,0.27498,-0.96041,-0.037237,-0.024759
4.2916e+05,-4.1646e+06,-5.3304e+06,0.27525,-0.96034,-0.037397,-0.024399
4.3681e+05,-4.1643e+06,-5.33e+06,0.27551,-0.9603,-0.036945,-0.023714
4.4446e+05,-4.164e+06,-5.3296e+06,0.27574,-0.96029,-0.035972,-0.022774
4.5211e+05,-4.1637e+06,-5.3292e+06,0.27594,-0.96031,-0.034592,-0.02166
4.5976e+05,-4.1633e+06,-5.3288e+06,0.27609,-0.96035,-0.032928,-0.020452
4.6742e+05,-4.163e+06,-5.3284e+06,0.27619,-0.96041,-0.031108,-0.019234
4.7507e+05,-4.1627e+06,-5.328e+06,0.27623,-0.96048,-0.02926,-0.018083
4.8272e+05,-4.1624e+06,-5.3276e+06,0.27621,-0.96055,-0.0275,-0.017067
4.9036e+05,-4.162e+06,-5.3271e+06,0.27615,-0.96063,-0.025931,-0.016244
4.9801e+05,-4.1617e+06,-5.3267e+06,0.27604,-0.9607,-0.024641,-0.015659
5.0566e+05,-4.1613e+06,-5.3263e+06,0.2759,-0.96077,-0.023694,-0.015341
5.1331e+05,-4.161e+06,-5.3258e+06,0.27573,-0.96083,-0.023133,-0.015306
5.2095e+05,-4.1606e+06,-5.3253e+06,0.27557,-0.96088,-0.022979,-0.015553
5.286e+05,-4.1602e+06,-5.3249e+06,0.2754,-0.96091,-0.023229,-0.016068
5.3624e+05,-4.1599e+06,-5.3244e+06,0.27525,-0.96093,-0.023862,-0.016825
5.4389e+05,-4.1595e+06,-5.3239e+06,0.27512,-0.96093,-0.024838,-0.017786
5.5153e+05,-4.1591e+06,-5.3234e+06,0.27501,-0.9609,-0.026104,-0.018908
5.5917e+05,-4.1587e+06,-5.3229e+06,0.27494,-0.96085,-0.027597,-0.020141
5.6682e+05,-4.1583e+06,-5.3224e+06,0.27491,-0.96079,-0.029246,-0.021433
5.7446e+05,-4.1579e+06,-5.3219e+06,0.27491,-0.9607,-0.03098,-0.022733
5.821e+05,-4.1575e+06,-5.3214e+06,0.27494,-0.96061,-0.032728,-0.023993
5.8974e+05,-4.1571e+06,-5.3209e+06,0.275,-0.9605,-0.034424,-0.02517
5.9738e+05,-4.1567e+06,-5.3204e+06,0.27508,-0.96039,-0.03601,-0.026226
6.0502e+05,-4.1563e+06,-5.3198e+06,0.27517,-0.96028,-0.03744,-0.027135
6.1265e+05,-4.1559e+06,-5.3193e+06,0.27528,-0.96018,-0.038677,-0.027877
6.2029e+05,-4.1554e+06,-5.3187e+06,0.27539,-0.96009,-0.039698,-0.028444
6.2793e+05,-4.155e+06,-5.3182e+06,0.27549,-0.96002,-0.040492,-0.028834
6.3556e+05,-4.1546e+06,-5.3176e+06,0.27558,-0.95996,-0.041061,-0.029058
6.432e+05,-4.1541e+06,-5.317e+06,0.27566,-0.95992,-0.041417,-0.02913
6.5083e+05,-4.1537e+06,-5.3165e+06,0.27571,-0.9599,-0.041583,-0.029074
6.5846e+05,-4.1532e+06,-5.3159e+06,0.27574,-0.9599,-0.041588,-0.028917
6.6609e+05,-4.1528e+06,-5.3153e+06,0.27575,-0.95991,-0.041468,-0.028691
6.7373e+05,-4.1523e+06,-5.3147e+06,0.27573,-0.95993,-0.041263,-0.028427
