7668.6,-4.173e+06,-5.3411e+06,0.083482,-0.68276,-0.47013,0.55303
15337,-4.1729e+06,-5.3411e+06,0.089622,-0.68297,-0.46089,0.55955
23006,-4.1729e+06,-5.3411e+06,0.10049,-0.68322,-0.45006,0.56618
30674,-4.1729e+06,-5.3411e+06,0.11514,-0.68343,-0.4382,0.57241
38343,-4.1729e+06,-5.3411e+06,0.13251,-0.6835,-0.42591,0.57781
46011,-4.1729e+06,-5.341e+06,0.15149,-0.68339,-0.41378,0.58207
53680,-4.1728e+06,-5.341e+06,0.17096,-0.68309,-0.40242,0.585
61348,-4.1728e+06,-5.3409e+06,0.1899,-0.68262,-0.39236,0.58654
69017,-4.1727e+06,-5.3409e+06,0.20738,-0.68206,-0.38407,0.58675
76685,-4.1727e+06,-5.3408e+06,0.22264,-0.68149,-0.37793,0.58581
84353,-4.1726e+06,-5.3407e+06,0.23509,-0.681,-0.37416,0.58393
92021,-4.1726e+06,-5.3406e+06,0.24433,-0.68065,-0.37285,0.58139
99689,-4.1725e+06,-5.3406e+06,0.25013,-0.68045,-0.37396,0.57843
1.0736e+05,-4.1724e+06,-5.3405e+06,0.25248,-0.68039,-0.37731,0.57529
1.1502e+05,-4.1724e+06,-5.3404e+06,0.2515,-0.68043,-0.38258,0.57218
1.2269e+05,-4.1723e+06,-5.3403e+06,0.24747,-0.68049,-0.3894,0.56925
1.3036e+05,-4.1722e+06,-5.3401e+06,0.2408,-0.6805,-0.39731,0.56663
1.3803e+05,-4.1721e+06,-5.34e+06,0.23199,-0.68038,-0.40584,0.5644
1.4569e+05,-4.172e+06,-5.3399e+06,0.22162,-0.6801,-0.41451,0.56261
1.5336e+05,-4.1719e+06,-5.3398e+06,0.2103,-0.67963,-0.42288,0.5613
1.6103e+05,-4.1718e+06,-5.3396e+06,0.19866,-0.679,-0.43056,0.56046
1.6869e+05,-4.1717e+06,-5.3395e+06,0.18728,-0.67827,-0.43723,0.56009
1.7636e+05,-4.1715e+06,-5.3393e+06,0.1767,-0.67751,-0.44267,0.56018
1.8402e+05,-4.1714e+06,-5.3392e+06,0.16739,-0.67681,-0.44672,0.56067
1.9169e+05,-4.1713e+06,-5.339e+06,0.15968,-0.67627,-0.4493,0.56151
1.9936e+05,-4.1711e+06,-5.3388e+06,0.15383,-0.67595,-0.45043,0.56261
2.0702e+05,-4.171e+06,-5.3386e+06,0.14996,-0.67592,-0.45018,0.5639
2.1469e+05,-4.1709e+06,-5.3385e+06,0.1481,-0.6762,-0.44867,0.56526
2.2235e+05,-4.1707e+06,-5.3383e+06,0.14815,-0.67678,-0.44608,0.56659
2.3001e+05,-4.1705e+06,-5.3381e+06,0.14994,-0.67765,-0.44262,0.5678
2.3768e+05,-4.1704e+06,-5.3379e+06,0.15322,-0.67874,-0.43854,0.56879
2.4534e+05,-4.1702e+06,-5.3376e+06,0.15768,-0.68,-0.43407,0.56949
2.5301e+05,-4.17e+06,-5.3374e+06,0.16298,-0.68136,-0.42948,0.56985
2.6067e+05,-4.1699e+06,-5.3372e+06,0.16877,-0.68274,-0.42502,0.56986
2.6833e+05,-4.1697e+06,-5.3369e+06,0.17471,-0.68407,-0.42091,0.56953
2.7599e+05,-4.1695e+06,-5.3367e+06,0.18046,-0.6853,-0.41734,0.56888
2.8366e+05,-4.1693e+06,-5.3365e+06,0.18574,-0.68638,-0.41449,0.56797
2.9132e+05,-4.1691e+06,-5.3362e+06,0.1903,-0.68726,-0.41245,0.56686
2.9898e+05,-4.1689e+06,-5.3359e+06,0.19397,-0.68793,-0.41131,0.56565
3.0664e+05,-4.1687e+06,-5.3357e+06,0.19661,-0.68835,-0.41108,0.56439
3.143e+05,-4.1685e+06,-5.3354e+06,0.19816,-0.68853,-0.41172,0.56316
3.2196e+05,-4.1682e+06,-5.3351e+06,0.19861,-0.68846,-0.41315,0.56203
3.2962e+05,-4.168e+06,-5.3348e+06,0.19802,-0.68816,-0.41528,0.56105
3.3728e+05,-4.1678e+06,-5.3345e+06,0.19647,-0.68764,-0.41796,0.56024
3.4494e+05,-4.1675e+06,-5.3342e+06,0.19411,-0.68693,-0.42102,0.55963
3.526e+05,-4.1673e+06,-5.3339e+06,0.19109,-0.68608,-0.42431,0.55923
3.6026e+05,-4.1671e+06,-5.3336e+06,0.18761,-0.68513,-0.42765,0.55903
3.6791e+05,-4.1668e+06,-5.3333e+06,0.18384,-0.68413,-0.43089,0.55901
3.7557e+05,-4.1665e+06,-5.3329e+06,0.17999,-0.68315,-0.4339,0.55915
3.8323e+05,-4.1663e+06,-5.3326e+06,0.17623,-0.68222,-0.43654,0.55942
3.9088e+05,-4.166e+06,-5.3322e+06,0.17272,-0.68141,-0.43875,0.55977
3.9854e+05,-4.1657e+06,-5.3319e+06,0.16959,-0.68077,-0.44044,0.56018
4.0619e+05,-4.1655e+06,-5.3315e+06,0.16696,-0.68032,-0.44161,0.5606
4.1385e+05,-4.1652e+06,-5.3312e+06,0.16488,-0.6801,-0.44223,0.56099
4.215e+05,-4.1649e+06,-5.3308e+06,0.16341,-0.68011,-0.44234,0.56133
4.2916e+05,-4.1646e+06,-5.3304e+06,0.16253,-0.68035,-0.44198,0.56157
4.3681e+05,-4.1643e+06,-5.33e+06,0.16223,-0.68081,-0.44123,0.5617
4.4446e+05,-4.164e+06,-5.3296e+06,0.16245,-0.68145,-0.44015,0.56169
4.5211e+05,-4.1637e+06,-5.3292e+06,0.16311,-0.68225,-0.43885,0.56155
4.5976e+05,-4.1633e+06,-5.3288e+06,0.16414,-0.68316,-0.43741,0.56127
4.6742e+05,-4.163e+06,-5.3284e+06,0.16541,-0.68413,-0.43594,0.56085
4.7507e+05,-4.1627e+06,-5.328e+06,0.16684,-0.68512,-0.43452,0.56032
4.8272e+05,-4.1624e+06,-5.3276e+06,0.16832,-0.68608,-0.43324,0.55969
4.9036e+05,-4.162e+06,-5.3271e+06,0.16975,-0.68697,-0.43217,0.559
4.9801e+05,-4.1617e+06,-5.3267e+06,0.17105,-0.68776,-0.43135,0.55827
5.0566e+05,-4.1613e+06,-5.3263e+06,0.17215,-0.68841,-0.43084,0.55753
5.1331e+05,-4.161e+06,-5.3258e+06,0.17298,-0.6889,-0.43064,0.55682
5.2095e+05,-4.1606e+06,-5.3253e+06,0.17352,-0.68922,-0.43077,0.55615
5.286e+05,-4.1602e+06,-5.3249e+06,0.17375,-0.68938,-0.4312,0.55555
5.3624e+05,-4.1599e+06,-5.3244e+06,0.17366,-0.68936,-0.43192,0.55504
5.4389e+05,-4.1595e+06,-5.3239e+06,0.17326,-0.6892,-0.43287,0.55462
5.5153e+05,-4.1591e+06,-5.3234e+06,0.17258,-0.6889,-0.43402,0.55431
5.5917e+05,-4.1587e+06,-5.3229e+06,0.17167,-0.6885,-0.4353,0.55409
5.6682e+05,-4.1583e+06,-5.3224e+06,0.17056,-0.68801,-0.43666,0.55396
5.7446e+05,-4.1579e+06,-5.3219e+06,0.16931,-0.68748,-0.43804,0.55392
5.821e+05,-4.1575e+06,-5.3214e+06,0.16797,-0.68694,-0.43938,0.55394
5.8974e+05,-4.1571e+06,-5.3209e+06,0.1666,-0.68641,-0.44064,0.554
5.9738e+05,-4.1567e+06,-5.3204e+06,0.16525,-0.68594,-0.44177,0.55409
6.0502e+05,-4.1563e+06,-5.3198e+06,0.16397,-0.68554,-0.44274,0.55419
6.1265e+05,-4.1559e+06,-5.3193e+06,0.16278,-0.68524,-0.44354,0.55428
6.2029e+05,-4.1554e+06,-5.3187e+06,0.16173,-0.68504,-0.44415,0.55434
6.2793e+05,-4.155e+06,-5.3182e+06,0.16083,-0.68497,-0.44457,0.55435
6.3556e+05,-4.1546e+06,-5.3176e+06,0.16009,-0.68502,-0.44481,0.55431
6.432e+05,-4.1541e+06,-5.317e+06,0.15952,-0.68519,-0.44488,0.5542
6.5083e+05,-4.1537e+06,-5.3165e+06,0.1591,-0.68547,-0.44482,0.55403
6.5846e+05,-4.1532e+06,-5.3159e+06,0.15884,-0.68584,-0.44464,0.55379
6.6609e+05,-4.1528e+06,-5.3153e+06,0.1587,-0.68629,-0.44439,0.55348
6.7373e+05,-4.1523e+06,-5.3147e+06,0.15866,-0.68679,-0.44409,0.55311
6.8136e+05,-4.1518e+06,-5.3141e+06,0.1587,-0.68731,-0.44378,0.5527
6.8899e+05,-4.1513e+06,-5.3135e+06,0.15879,-0.68784,-0.44349,0.55224
6.9661e+05,-4.1509e+06,-5.3129e+06,0.1589,-0.68836,-0.44325,0.55176
7.0424e+05,-4.1504e+06,-5.3122e+06,0.159,-0.68884,-0.44309,0.55127
7.1187e+05,-4.1499e+06,-5.3116e+06,0.15908,-0.68926,-0.44301,0.55078
7.1949e+05,-4.1494e+06,-5.311e+06,0.15911,-0.68962,-0.44304,0.5503
7.2712e+05,-4.1489e+06,-5.3103e+06,0.15907,-0.6899,-0.44318,0.54985
